Service Year,OMH Region Code,OMH Region Label,County Label,Age Group,Rate Code Group,Medicaid Enrollee Count by County,Count of Recipients by Rate Code Group and County,Units Total,Paid Claim Total
2016,3,HUDSON RIVER,SULLIVAN,ADULT,COMMUNITY RESIDENCE,12660,56,473,1389689
2016,3,HUDSON RIVER,SULLIVAN,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",12660,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",12660,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,ADULT,MH EMERGENCY,12660,414,663,89797
2016,3,HUDSON RIVER,SULLIVAN,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,12660,123,732,550428
2016,3,HUDSON RIVER,SULLIVAN,ADULT,PSYCH INPATIENT 28,12660,219,3465,2300908
2016,3,HUDSON RIVER,SULLIVAN,ADULT,PSYCH INPATIENT 31,12660,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",12660,24,44,44704
2016,3,HUDSON RIVER,SULLIVAN,CHILD,OMH LICENSED CLINIC TREATMENT,10374,322,2216,363075
2016,3,HUDSON RIVER,SULLIVAN,CHILD,COMMUNITY RESIDENCE,10374,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",10374,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),10374,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,CHILD,MH EMERGENCY,10374,182,298,53118
2016,3,HUDSON RIVER,SULLIVAN,CHILD,OMH CHILDREN'S DAY TREATMENT,10374,34,1064,268799
2016,3,HUDSON RIVER,SULLIVAN,CHILD,PARTIAL HOSPITALIZATION,10374,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,CHILD,PSYCH INPATIENT 28,10374,32,296,456630
2016,3,HUDSON RIVER,SULLIVAN,CHILD,PSYCH INPATIENT 31,10374,30,636,506171
2016,3,HUDSON RIVER,SULLIVAN,CHILD,PSYCH INPATIENT SPC,10374,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",10374,24,114,87818
2016,3,HUDSON RIVER,SULLIVAN,SENIOR,OMH LICENSED CLINIC TREATMENT,2209,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,SENIOR,COMMUNITY RESIDENCE,2209,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,SENIOR,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",2209,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,SENIOR,MH EMERGENCY,2209,25,52,1578
2016,3,HUDSON RIVER,SULLIVAN,SENIOR,PERSONALIZED RECOVERY ORIENTED SERVICES,2209,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,SENIOR,PSYCH INPATIENT 28,2209,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,SENIOR,PSYCH INPATIENT 31,2209,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,SENIOR,PSYCH INPATIENT SPC,2209,0,0,0
2016,3,HUDSON RIVER,SULLIVAN,SENIOR,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",2209,0,0,0
2016,3,HUDSON RIVER,ULSTER,ADULT,ASSERTIVE COMMUNITY TREATMENT,22977,63,553,724625
2016,3,HUDSON RIVER,ULSTER,ADULT,OMH LICENSED CLINIC TREATMENT,22977,3306,26570,2976668
2016,3,HUDSON RIVER,ULSTER,ADULT,COMMUNITY RESIDENCE,22977,120,1052,2929413
2016,3,HUDSON RIVER,ULSTER,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",22977,0,0,0
2016,3,HUDSON RIVER,ULSTER,ADULT,MH EMERGENCY,22977,949,1782,288707
2016,3,HUDSON RIVER,ULSTER,ADULT,PARTIAL HOSPITALIZATION,22977,64,999,149687
2016,3,HUDSON RIVER,ULSTER,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,22977,158,928,686848
2016,3,HUDSON RIVER,ULSTER,ADULT,PSYCH INPATIENT 28,22977,396,5981,3613272
2016,3,HUDSON RIVER,ULSTER,ADULT,PSYCH INPATIENT 31,22977,0,0,0
2016,3,HUDSON RIVER,ULSTER,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",22977,0,0,0
2016,3,HUDSON RIVER,ULSTER,CHILD,OMH LICENSED CLINIC TREATMENT,14254,1217,10112,1289992
2016,3,HUDSON RIVER,ULSTER,CHILD,COMMUNITY RESIDENCE,14254,0,0,0
2016,3,HUDSON RIVER,ULSTER,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",14254,0,0,0
2016,3,HUDSON RIVER,ULSTER,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),14254,49,265,652535
2016,3,HUDSON RIVER,ULSTER,CHILD,MH EMERGENCY,14254,311,509,99538
2016,3,HUDSON RIVER,ULSTER,CHILD,OMH CHILDREN'S DAY TREATMENT,14254,60,5821,1215918
2016,3,HUDSON RIVER,ULSTER,CHILD,PARTIAL HOSPITALIZATION,14254,75,1026,157649
2016,3,HUDSON RIVER,ULSTER,CHILD,PSYCH INPATIENT 28,14254,58,689,838065
2016,3,HUDSON RIVER,ULSTER,CHILD,PSYCH INPATIENT 31,14254,67,1314,1038838
2016,3,HUDSON RIVER,ULSTER,CHILD,PSYCH INPATIENT SPC,14254,0,0,0
2016,3,HUDSON RIVER,ULSTER,CHILD,RESIDENTIAL TREATMENT FACILITY,14254,0,0,0
2016,3,HUDSON RIVER,ULSTER,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",14254,44,183,86760
2016,3,HUDSON RIVER,ULSTER,SENIOR,ASSERTIVE COMMUNITY TREATMENT,4318,0,0,0
2016,3,HUDSON RIVER,ULSTER,SENIOR,OMH LICENSED CLINIC TREATMENT,4318,142,1152,110905
2016,3,HUDSON RIVER,ULSTER,SENIOR,COMMUNITY RESIDENCE,4318,0,0,0
2016,3,HUDSON RIVER,ULSTER,SENIOR,MH EMERGENCY,4318,67,92,4170
2016,3,HUDSON RIVER,ULSTER,SENIOR,PARTIAL HOSPITALIZATION,4318,0,0,0
2016,3,HUDSON RIVER,ULSTER,SENIOR,PERSONALIZED RECOVERY ORIENTED SERVICES,4318,0,0,0
2016,3,HUDSON RIVER,ULSTER,SENIOR,PSYCH INPATIENT 28,4318,0,0,0
2016,3,HUDSON RIVER,ULSTER,SENIOR,PSYCH INPATIENT 31,4318,0,0,0
2016,3,HUDSON RIVER,ULSTER,SENIOR,PSYCH INPATIENT SPC,4318,0,0,0
2016,3,HUDSON RIVER,WARREN,ADULT,OMH LICENSED CLINIC TREATMENT,8047,581,5391,585397
2016,3,HUDSON RIVER,WARREN,ADULT,COMMUNITY RESIDENCE,8047,45,320,746444
2016,3,HUDSON RIVER,WARREN,ADULT,CONTINUING DAY TREATMENT,8047,25,1577,70498
2016,3,HUDSON RIVER,WARREN,ADULT,MH EMERGENCY,8047,312,529,65097
2016,3,HUDSON RIVER,WARREN,ADULT,PARTIAL HOSPITALIZATION,8047,0,0,0
2016,3,HUDSON RIVER,WARREN,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,8047,0,0,0
2016,3,HUDSON RIVER,WARREN,ADULT,PSYCH INPATIENT 28,8047,189,1444,792245
2016,3,HUDSON RIVER,WARREN,ADULT,PSYCH INPATIENT 31,8047,0,0,0
2016,3,HUDSON RIVER,WARREN,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",8047,21,172,174752
2016,3,HUDSON RIVER,WARREN,CHILD,OMH LICENSED CLINIC TREATMENT,4958,318,3996,510617
2016,3,HUDSON RIVER,WARREN,CHILD,COMMUNITY RESIDENCE,4958,0,0,0
2016,3,HUDSON RIVER,WARREN,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),4958,0,0,0
2016,3,HUDSON RIVER,WARREN,CHILD,MH EMERGENCY,4958,152,224,36010
2016,3,HUDSON RIVER,WARREN,CHILD,OMH CHILDREN'S DAY TREATMENT,4958,0,0,0
2016,3,HUDSON RIVER,WARREN,CHILD,PARTIAL HOSPITALIZATION,4958,0,0,0
2016,3,HUDSON RIVER,WARREN,CHILD,PSYCH INPATIENT 28,4958,60,261,236815
2016,3,HUDSON RIVER,WARREN,CHILD,PSYCH INPATIENT 31,4958,60,1157,988468
2016,3,HUDSON RIVER,WARREN,CHILD,PSYCH INPATIENT SPC,4958,0,0,0
2016,3,HUDSON RIVER,WARREN,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",4958,27,157,108899
2016,3,HUDSON RIVER,WARREN,SENIOR,OMH LICENSED CLINIC TREATMENT,1485,0,0,0
2016,3,HUDSON RIVER,WARREN,SENIOR,COMMUNITY RESIDENCE,1485,0,0,0
2016,3,HUDSON RIVER,WARREN,SENIOR,CONTINUING DAY TREATMENT,1485,0,0,0
2016,3,HUDSON RIVER,WARREN,SENIOR,MH EMERGENCY,1485,0,0,0
2016,3,HUDSON RIVER,WARREN,SENIOR,PARTIAL HOSPITALIZATION,1485,0,0,0
2016,3,HUDSON RIVER,WARREN,SENIOR,PSYCH INPATIENT 28,1485,0,0,0
2016,3,HUDSON RIVER,WARREN,SENIOR,PSYCH INPATIENT 31,1485,0,0,0
2016,3,HUDSON RIVER,WARREN,SENIOR,PSYCH INPATIENT SPC,1485,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,ADULT,ASSERTIVE COMMUNITY TREATMENT,8129,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,ADULT,OMH LICENSED CLINIC TREATMENT,8129,642,6063,694672
2016,3,HUDSON RIVER,WASHINGTON,ADULT,COMMUNITY RESIDENCE,8129,31,254,592869
2016,3,HUDSON RIVER,WASHINGTON,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",8129,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,ADULT,CONTINUING DAY TREATMENT,8129,24,2028,96454
2016,3,HUDSON RIVER,WASHINGTON,ADULT,MH EMERGENCY,8129,257,379,54196
2016,3,HUDSON RIVER,WASHINGTON,ADULT,PARTIAL HOSPITALIZATION,8129,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,8129,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,ADULT,PSYCH INPATIENT 28,8129,155,1248,745898
2016,3,HUDSON RIVER,WASHINGTON,ADULT,PSYCH INPATIENT 31,8129,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",8129,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,CHILD,OMH LICENSED CLINIC TREATMENT,6037,406,4108,577169
2016,3,HUDSON RIVER,WASHINGTON,CHILD,COMMUNITY RESIDENCE,6037,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),6037,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,CHILD,MH EMERGENCY,6037,167,227,42582
2016,3,HUDSON RIVER,WASHINGTON,CHILD,OMH CHILDREN'S DAY TREATMENT,6037,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,CHILD,PARTIAL HOSPITALIZATION,6037,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,CHILD,PSYCH INPATIENT 28,6037,51,238,204629
2016,3,HUDSON RIVER,WASHINGTON,CHILD,PSYCH INPATIENT 31,6037,56,819,731858
2016,3,HUDSON RIVER,WASHINGTON,CHILD,PSYCH INPATIENT SPC,6037,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",6037,26,158,95821
2016,3,HUDSON RIVER,WASHINGTON,SENIOR,OMH LICENSED CLINIC TREATMENT,1415,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,SENIOR,CONTINUING DAY TREATMENT,1415,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,SENIOR,MH EMERGENCY,1415,0,0,0
2016,3,HUDSON RIVER,WASHINGTON,SENIOR,PSYCH INPATIENT 28,1415,0,0,0
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,ASSERTIVE COMMUNITY TREATMENT,100981,262,1838,2474766
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,OMH LICENSED CLINIC TREATMENT,100981,8929,124977,14731962
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,COMMUNITY RESIDENCE,100981,318,2865,8102812
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",100981,0,0,0
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",100981,84,125,73605
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,CONTINUING DAY TREATMENT,100981,36,3981,137075
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,MH EMERGENCY,100981,2885,5246,862914
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,PARTIAL HOSPITALIZATION,100981,310,2521,321090
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,100981,493,3103,2837920
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,PSYCH INPATIENT 28,100981,1707,44209,31855891
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,PSYCH INPATIENT 31,100981,23,357,221637
2016,3,HUDSON RIVER,WESTCHESTER,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",100981,24,193,196088
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,OMH LICENSED CLINIC TREATMENT,79529,4848,67112,9613856
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,COMMUNITY RESIDENCE,79529,36,194,2029158
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",79529,0,0,0
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),79529,88,538,1381914
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,MH EMERGENCY,79529,922,1326,256328
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,OMH CHILDREN'S DAY TREATMENT,79529,192,16527,3566746
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,PARTIAL HOSPITALIZATION,79529,145,1548,264189
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,PSYCH INPATIENT 28,79529,417,5747,7749620
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,PSYCH INPATIENT 31,79529,171,2865,2261888
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,PSYCH INPATIENT SPC,79529,0,0,0
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,RESIDENTIAL TREATMENT FACILITY,79529,0,0,0
2016,3,HUDSON RIVER,WESTCHESTER,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",79529,85,482,330811
2016,3,HUDSON RIVER,WESTCHESTER,SENIOR,ASSERTIVE COMMUNITY TREATMENT,23702,27,222,314864
2016,3,HUDSON RIVER,WESTCHESTER,SENIOR,OMH LICENSED CLINIC TREATMENT,23702,713,11733,920638
2016,3,HUDSON RIVER,WESTCHESTER,SENIOR,COMMUNITY RESIDENCE,23702,0,0,0
2016,3,HUDSON RIVER,WESTCHESTER,SENIOR,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",23702,0,0,0
2016,3,HUDSON RIVER,WESTCHESTER,SENIOR,CONTINUING DAY TREATMENT,23702,0,0,0
2016,3,HUDSON RIVER,WESTCHESTER,SENIOR,MH EMERGENCY,23702,218,345,15751
2016,3,HUDSON RIVER,WESTCHESTER,SENIOR,PARTIAL HOSPITALIZATION,23702,0,0,0
2016,3,HUDSON RIVER,WESTCHESTER,SENIOR,PERSONALIZED RECOVERY ORIENTED SERVICES,23702,0,0,0
2016,3,HUDSON RIVER,WESTCHESTER,SENIOR,PSYCH INPATIENT 28,23702,133,4027,1105927
2016,3,HUDSON RIVER,WESTCHESTER,SENIOR,PSYCH INPATIENT 31,23702,0,0,0
2016,3,HUDSON RIVER,WESTCHESTER,SENIOR,PSYCH INPATIENT SPC,23702,0,0,0
2016,5,LONG ISLAND,NASSAU,ADULT,ASSERTIVE COMMUNITY TREATMENT,126587,292,2266,3151139
2016,5,LONG ISLAND,NASSAU,ADULT,OMH LICENSED CLINIC TREATMENT,126587,7032,88440,8467882
2016,5,LONG ISLAND,NASSAU,ADULT,COMMUNITY RESIDENCE,126587,507,4677,17317987
2016,5,LONG ISLAND,NASSAU,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",126587,0,0,0
2016,5,LONG ISLAND,NASSAU,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",126587,108,149,94550
2016,5,LONG ISLAND,NASSAU,ADULT,CONTINUING DAY TREATMENT,126587,0,0,0
2016,5,LONG ISLAND,NASSAU,ADULT,INTENSIVE PSYCHIATRIC REHABILITATION TREATMENT,126587,0,0,0
2016,5,LONG ISLAND,NASSAU,ADULT,MH EMERGENCY,126587,3212,5515,798134
2016,5,LONG ISLAND,NASSAU,ADULT,PARTIAL HOSPITALIZATION,126587,204,2363,281763
2016,5,LONG ISLAND,NASSAU,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,126587,816,6892,5628456
2016,5,LONG ISLAND,NASSAU,ADULT,PSYCH INPATIENT 28,126587,1980,43099,27288652
2016,5,LONG ISLAND,NASSAU,ADULT,PSYCH INPATIENT 31,126587,85,893,808409
2016,5,LONG ISLAND,NASSAU,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",126587,62,552,560832
2016,5,LONG ISLAND,NASSAU,CHILD,OMH LICENSED CLINIC TREATMENT,88946,3098,32370,4133614
2016,5,LONG ISLAND,NASSAU,CHILD,COMMUNITY RESIDENCE,88946,26,160,1668400
2016,5,LONG ISLAND,NASSAU,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",88946,0,0,0
2016,1,WESTERN NY,LIVINGSTON,ADULT,COMMUNITY RESIDENCE,6332,0,0,0
2016,5,LONG ISLAND,NASSAU,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",88946,0,0,0
2016,5,LONG ISLAND,NASSAU,CHILD,FAMILY BASED TREATMENT/TEACHING FAMILY HOME,88946,0,0,0
2016,5,LONG ISLAND,NASSAU,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),88946,210,1274,3315736
2016,5,LONG ISLAND,NASSAU,CHILD,MH EMERGENCY,88946,1036,1443,265078
2016,5,LONG ISLAND,NASSAU,CHILD,OMH CHILDREN'S DAY TREATMENT,88946,54,3443,1273887
2016,5,LONG ISLAND,NASSAU,CHILD,PARTIAL HOSPITALIZATION,88946,56,718,117391
2016,5,LONG ISLAND,NASSAU,CHILD,PSYCH INPATIENT 28,88946,278,3715,3240619
2016,5,LONG ISLAND,NASSAU,CHILD,PSYCH INPATIENT 31,88946,92,1397,1318613
2016,5,LONG ISLAND,NASSAU,CHILD,PSYCH INPATIENT SPC,88946,0,0,0
2016,5,LONG ISLAND,NASSAU,CHILD,RESIDENTIAL TREATMENT FACILITY,88946,0,0,0
2016,5,LONG ISLAND,NASSAU,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",88946,54,247,172048
2016,5,LONG ISLAND,NASSAU,SENIOR,ASSERTIVE COMMUNITY TREATMENT,33999,21,177,257407
2016,5,LONG ISLAND,NASSAU,SENIOR,OMH LICENSED CLINIC TREATMENT,33999,537,5592,396677
2016,5,LONG ISLAND,NASSAU,SENIOR,COMMUNITY RESIDENCE,33999,29,250,910077
2016,5,LONG ISLAND,NASSAU,SENIOR,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",33999,0,0,0
2016,5,LONG ISLAND,NASSAU,SENIOR,CONTINUING DAY TREATMENT,33999,0,0,0
2016,5,LONG ISLAND,NASSAU,SENIOR,MH EMERGENCY,33999,228,328,19546
2016,5,LONG ISLAND,NASSAU,SENIOR,PARTIAL HOSPITALIZATION,33999,0,0,0
2016,5,LONG ISLAND,NASSAU,SENIOR,PERSONALIZED RECOVERY ORIENTED SERVICES,33999,44,392,318975
2016,5,LONG ISLAND,NASSAU,SENIOR,PSYCH INPATIENT 28,33999,113,2783,763250
2016,5,LONG ISLAND,NASSAU,SENIOR,PSYCH INPATIENT 31,33999,0,0,0
2016,5,LONG ISLAND,NASSAU,SENIOR,PSYCH INPATIENT SPC,33999,0,0,0
2016,5,LONG ISLAND,NASSAU,SENIOR,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",33999,0,0,0
2016,5,LONG ISLAND,SUFFOLK,ADULT,ASSERTIVE COMMUNITY TREATMENT,156370,423,4093,6056357
2016,5,LONG ISLAND,SUFFOLK,ADULT,OMH LICENSED CLINIC TREATMENT,156370,8340,108829,12522418
2016,5,LONG ISLAND,SUFFOLK,ADULT,COMMUNITY RESIDENCE,156370,655,6147,23012094
2016,5,LONG ISLAND,SUFFOLK,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",156370,0,0,0
2016,5,LONG ISLAND,SUFFOLK,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",156370,642,1034,422599
2016,5,LONG ISLAND,SUFFOLK,ADULT,CONTINUING DAY TREATMENT,156370,0,0,0
2016,5,LONG ISLAND,SUFFOLK,ADULT,MH EMERGENCY,156370,4316,7797,1288075
2016,5,LONG ISLAND,SUFFOLK,ADULT,PARTIAL HOSPITALIZATION,156370,181,2049,306180
2016,5,LONG ISLAND,SUFFOLK,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,156370,1806,14641,12851697
2016,5,LONG ISLAND,SUFFOLK,ADULT,PSYCH INPATIENT 28,156370,2080,37124,24844952
2016,5,LONG ISLAND,SUFFOLK,ADULT,PSYCH INPATIENT 31,156370,597,7474,7023914
2016,5,LONG ISLAND,SUFFOLK,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",156370,109,983,966344
2016,5,LONG ISLAND,SUFFOLK,CHILD,OMH LICENSED CLINIC TREATMENT,121998,2821,33761,4393319
2016,5,LONG ISLAND,SUFFOLK,CHILD,COMMUNITY RESIDENCE,121998,61,440,3361357
2016,5,LONG ISLAND,SUFFOLK,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",121998,137,178,113340
2016,5,LONG ISLAND,SUFFOLK,CHILD,FAMILY BASED TREATMENT/TEACHING FAMILY HOME,121998,0,0,0
2016,5,LONG ISLAND,SUFFOLK,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),121998,230,1398,4189810
2016,5,LONG ISLAND,SUFFOLK,CHILD,MH EMERGENCY,121998,1411,2118,419896
2016,5,LONG ISLAND,SUFFOLK,CHILD,OMH CHILDREN'S DAY TREATMENT,121998,142,6273,2347304
2016,5,LONG ISLAND,SUFFOLK,CHILD,PARTIAL HOSPITALIZATION,121998,109,1719,270370
2016,5,LONG ISLAND,SUFFOLK,CHILD,PSYCH INPATIENT 28,121998,310,4236,3689293
2016,5,LONG ISLAND,SUFFOLK,CHILD,PSYCH INPATIENT 31,121998,420,5920,5641649
2016,5,LONG ISLAND,SUFFOLK,CHILD,PSYCH INPATIENT SPC,121998,39,2018,3097730
2016,5,LONG ISLAND,SUFFOLK,CHILD,RESIDENTIAL TREATMENT FACILITY,121998,0,0,0
2016,5,LONG ISLAND,SUFFOLK,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",121998,253,1696,889823
2016,5,LONG ISLAND,SUFFOLK,SENIOR,ASSERTIVE COMMUNITY TREATMENT,27935,31,311,475778
2016,5,LONG ISLAND,SUFFOLK,SENIOR,OMH LICENSED CLINIC TREATMENT,27935,515,6786,682790
2016,5,LONG ISLAND,SUFFOLK,SENIOR,COMMUNITY RESIDENCE,27935,47,451,1749243
2016,5,LONG ISLAND,SUFFOLK,SENIOR,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",27935,0,0,0
2016,5,LONG ISLAND,SUFFOLK,SENIOR,MH EMERGENCY,27935,198,276,13850
2016,5,LONG ISLAND,SUFFOLK,SENIOR,PARTIAL HOSPITALIZATION,27935,0,0,0
2016,5,LONG ISLAND,SUFFOLK,SENIOR,PERSONALIZED RECOVERY ORIENTED SERVICES,27935,68,567,436958
2016,5,LONG ISLAND,SUFFOLK,SENIOR,PSYCH INPATIENT 28,27935,94,2411,1005600
2016,5,LONG ISLAND,SUFFOLK,SENIOR,PSYCH INPATIENT 31,27935,43,1115,509914
2016,5,LONG ISLAND,SUFFOLK,SENIOR,PSYCH INPATIENT SPC,27935,0,0,0
2016,5,LONG ISLAND,SUFFOLK,SENIOR,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",27935,0,0,0
2016,4,NEW YORK CITY,BRONX,ADULT,ASSERTIVE COMMUNITY TREATMENT,397806,600,4495,5820633
2016,4,NEW YORK CITY,BRONX,ADULT,OMH LICENSED CLINIC TREATMENT,397806,44789,457958,57886320
2016,4,NEW YORK CITY,BRONX,ADULT,COMMUNITY RESIDENCE,397806,654,5450,15628439
2016,4,NEW YORK CITY,BRONX,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",397806,185,975,629816
2016,4,NEW YORK CITY,BRONX,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",397806,3292,5326,3280242
2016,4,NEW YORK CITY,BRONX,ADULT,CONTINUING DAY TREATMENT,397806,352,36615,1824468
2016,4,NEW YORK CITY,BRONX,ADULT,INTENSIVE PSYCHIATRIC REHABILITATION TREATMENT,397806,0,0,0
2016,4,NEW YORK CITY,BRONX,ADULT,MH EMERGENCY,397806,10282,18693,2987744
2016,4,NEW YORK CITY,BRONX,ADULT,PARTIAL HOSPITALIZATION,397806,80,892,114050
2016,4,NEW YORK CITY,BRONX,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,397806,1109,7655,6477764
2016,4,NEW YORK CITY,BRONX,ADULT,PSYCH INPATIENT 28,397806,5671,114276,92055322
2016,4,NEW YORK CITY,BRONX,ADULT,PSYCH INPATIENT 31,397806,455,8130,5974302
2016,4,NEW YORK CITY,BRONX,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",397806,206,1734,1757709
2016,4,NEW YORK CITY,BRONX,CHILD,OMH LICENSED CLINIC TREATMENT,336564,26585,259219,36145174
2016,4,NEW YORK CITY,BRONX,CHILD,COMMUNITY RESIDENCE,336564,60,287,3148991
2016,4,NEW YORK CITY,BRONX,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",336564,24,172,103088
2016,4,NEW YORK CITY,BRONX,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",336564,1249,1832,1151497
